time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,198,2,0,0
2.0,2,198,2,0,0
3.0,2,198,2,0,0
4.0,3,197,3,0,0
5.0,3,197,3,0,0
6.0,3,197,3,0,0
7.0,4,196,4,0,0
8.0,5,195,5,0,0
9.0,9,191,9,1,0
10.0,12,187,12,1,0
11.0,17,181,17,2,0
12.0,33,165,33,7,0
13.0,48,150,48,10,0
14.0,70,127,70,18,0
15.0,83,114,83,21,0
16.0,111,86,111,27,0
17.0,126,70,126,30,0
18.0,143,52,143,34,0
19.0,149,42,149,36,1
20.0,151,36,151,37,1
21.0,152,29,152,36,2
22.0,140,25,140,32,7
23.0,127,23,127,29,10
24.0,107,20,107,23,18
25.0,96,18,96,20,21
26.0,72,14,72,14,27
27.0,56,14,56,11,30
28.0,38,14,38,7,34
29.0,29,13,29,4,37
30.0,24,12,24,4,38
31.0,17,12,17,4,38
32.0,13,12,13,3,39
33.0,11,12,11,3,39
34.0,8,12,8,1,41
35.0,6,12,6,1,41
36.0,2,12,2,1,41
37.0,2,12,2,1,41
38.0,2,12,2,1,41
39.0,1,12,1,1,41
40.0,0,12,0,0,42
41.0,0,12,0,0,42
42.0,0,12,0,0,42
43.0,0,12,0,0,42
44.0,0,12,0,0,42
45.0,0,12,0,0,42
46.0,0,12,0,0,42
47.0,0,12,0,0,42
48.0,0,12,0,0,42
49.0,0,12,0,0,42
50.0,0,12,0,0,42
51.0,0,12,0,0,42
52.0,0,12,0,0,42
53.0,0,12,0,0,42
54.0,0,12,0,0,42
55.0,0,12,0,0,42
56.0,0,12,0,0,42
57.0,0,12,0,0,42
58.0,0,12,0,0,42
59.0,0,12,0,0,42
60.0,0,12,0,0,42
61.0,0,12,0,0,42
62.0,0,12,0,0,42
63.0,0,12,0,0,42
64.0,0,12,0,0,42
65.0,0,12,0,0,42
66.0,0,12,0,0,42
67.0,0,12,0,0,42
68.0,0,12,0,0,42
69.0,0,12,0,0,42
70.0,0,12,0,0,42
71.0,0,12,0,0,42
72.0,0,12,0,0,42
73.0,0,12,0,0,42
74.0,0,12,0,0,42
75.0,0,12,0,0,42
76.0,0,12,0,0,42
77.0,0,12,0,0,42
78.0,0,12,0,0,42
79.0,0,12,0,0,42
80.0,0,12,0,0,42
81.0,0,12,0,0,42
82.0,0,12,0,0,42
83.0,0,12,0,0,42
84.0,0,12,0,0,42
85.0,0,12,0,0,42
86.0,0,12,0,0,42
87.0,0,12,0,0,42
88.0,0,12,0,0,42
89.0,0,12,0,0,42
90.0,0,12,0,0,42
91.0,0,12,0,0,42
92.0,0,12,0,0,42
93.0,0,12,0,0,42
94.0,0,12,0,0,42
95.0,0,12,0,0,42
96.0,0,12,0,0,42
97.0,0,12,0,0,42
98.0,0,12,0,0,42
99.0,0,12,0,0,42
100.0,0,12,0,0,42
