time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,6,194,6,2,0
3.0,10,190,10,2,0
4.0,18,182,18,5,0
5.0,26,174,26,8,0
6.0,39,161,39,12,0
7.0,59,141,59,16,0
8.0,71,129,71,19,0
9.0,87,113,87,23,0
10.0,115,84,115,26,0
11.0,139,60,139,32,0
12.0,145,49,145,31,2
13.0,153,37,153,34,2
14.0,155,27,155,32,5
15.0,152,22,152,29,8
16.0,140,21,140,25,12
17.0,128,13,128,21,16
18.0,119,10,119,19,19
19.0,104,9,104,15,23
20.0,77,7,77,13,26
21.0,55,5,55,8,32
22.0,44,5,44,7,33
23.0,33,4,33,4,36
24.0,23,4,23,3,37
25.0,19,3,19,3,37
26.0,18,3,18,3,37
27.0,10,3,10,3,37
28.0,7,3,7,2,38
29.0,6,3,6,2,38
30.0,4,3,4,1,39
31.0,2,3,2,0,40
32.0,2,3,2,0,40
33.0,1,3,1,0,40
34.0,1,3,1,0,40
35.0,0,3,0,0,40
36.0,0,3,0,0,40
37.0,0,3,0,0,40
38.0,0,3,0,0,40
39.0,0,3,0,0,40
40.0,0,3,0,0,40
41.0,0,3,0,0,40
42.0,0,3,0,0,40
43.0,0,3,0,0,40
44.0,0,3,0,0,40
45.0,0,3,0,0,40
46.0,0,3,0,0,40
47.0,0,3,0,0,40
48.0,0,3,0,0,40
49.0,0,3,0,0,40
50.0,0,3,0,0,40
51.0,0,3,0,0,40
52.0,0,3,0,0,40
53.0,0,3,0,0,40
54.0,0,3,0,0,40
55.0,0,3,0,0,40
56.0,0,3,0,0,40
57.0,0,3,0,0,40
58.0,0,3,0,0,40
59.0,0,3,0,0,40
60.0,0,3,0,0,40
61.0,0,3,0,0,40
62.0,0,3,0,0,40
63.0,0,3,0,0,40
64.0,0,3,0,0,40
65.0,0,3,0,0,40
66.0,0,3,0,0,40
67.0,0,3,0,0,40
68.0,0,3,0,0,40
69.0,0,3,0,0,40
70.0,0,3,0,0,40
71.0,0,3,0,0,40
72.0,0,3,0,0,40
73.0,0,3,0,0,40
74.0,0,3,0,0,40
75.0,0,3,0,0,40
76.0,0,3,0,0,40
77.0,0,3,0,0,40
78.0,0,3,0,0,40
79.0,0,3,0,0,40
80.0,0,3,0,0,40
81.0,0,3,0,0,40
82.0,0,3,0,0,40
83.0,0,3,0,0,40
84.0,0,3,0,0,40
85.0,0,3,0,0,40
86.0,0,3,0,0,40
87.0,0,3,0,0,40
88.0,0,3,0,0,40
89.0,0,3,0,0,40
90.0,0,3,0,0,40
91.0,0,3,0,0,40
92.0,0,3,0,0,40
93.0,0,3,0,0,40
94.0,0,3,0,0,40
95.0,0,3,0,0,40
96.0,0,3,0,0,40
97.0,0,3,0,0,40
98.0,0,3,0,0,40
99.0,0,3,0,0,40
100.0,0,3,0,0,40
