time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,2,198,2,0,0
3.0,2,198,2,0,0
4.0,2,198,2,0,0
5.0,2,198,2,0,0
6.0,5,195,5,1,0
7.0,10,190,10,3,0
8.0,15,185,15,6,0
9.0,18,182,18,6,0
10.0,25,174,25,10,0
11.0,32,167,32,10,0
12.0,48,150,48,14,0
13.0,61,137,61,18,0
14.0,94,104,94,26,0
15.0,114,84,114,31,0
16.0,129,66,129,32,1
17.0,139,51,139,33,3
18.0,145,40,145,31,6
19.0,154,28,154,35,6
20.0,150,24,150,31,10
21.0,148,19,148,32,10
22.0,137,13,137,30,14
23.0,127,10,127,26,18
24.0,96,8,96,18,26
25.0,78,6,78,14,31
26.0,62,4,62,12,33
27.0,47,4,47,9,36
28.0,36,4,36,8,37
29.0,25,3,25,5,41
30.0,21,3,21,5,41
31.0,16,3,16,4,42
32.0,11,2,11,3,44
33.0,8,2,8,3,44
34.0,6,2,6,3,44
35.0,4,2,4,2,45
36.0,2,2,2,2,45
37.0,2,2,2,2,45
38.0,2,2,2,2,45
39.0,1,2,1,1,46
40.0,2,1,2,1,46
41.0,2,1,2,1,46
42.0,1,1,1,0,47
43.0,1,1,1,0,47
44.0,1,1,1,0,47
45.0,1,1,1,0,47
46.0,1,1,1,0,47
47.0,1,1,1,0,47
48.0,1,1,1,0,47
49.0,1,1,1,0,47
50.0,0,1,0,0,47
51.0,0,1,0,0,47
52.0,0,1,0,0,47
53.0,0,1,0,0,47
54.0,0,1,0,0,47
55.0,0,1,0,0,47
56.0,0,1,0,0,47
57.0,0,1,0,0,47
58.0,0,1,0,0,47
59.0,0,1,0,0,47
60.0,0,1,0,0,47
61.0,0,1,0,0,47
62.0,0,1,0,0,47
63.0,0,1,0,0,47
64.0,0,1,0,0,47
65.0,0,1,0,0,47
66.0,0,1,0,0,47
67.0,0,1,0,0,47
68.0,0,1,0,0,47
69.0,0,1,0,0,47
70.0,0,1,0,0,47
71.0,0,1,0,0,47
72.0,0,1,0,0,47
73.0,0,1,0,0,47
74.0,0,1,0,0,47
75.0,0,1,0,0,47
76.0,0,1,0,0,47
77.0,0,1,0,0,47
78.0,0,1,0,0,47
79.0,0,1,0,0,47
80.0,0,1,0,0,47
81.0,0,1,0,0,47
82.0,0,1,0,0,47
83.0,0,1,0,0,47
84.0,0,1,0,0,47
85.0,0,1,0,0,47
86.0,0,1,0,0,47
87.0,0,1,0,0,47
88.0,0,1,0,0,47
89.0,0,1,0,0,47
90.0,0,1,0,0,47
91.0,0,1,0,0,47
92.0,0,1,0,0,47
93.0,0,1,0,0,47
94.0,0,1,0,0,47
95.0,0,1,0,0,47
96.0,0,1,0,0,47
97.0,0,1,0,0,47
98.0,0,1,0,0,47
99.0,0,1,0,0,47
100.0,0,1,0,0,47
