time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,7,193,7,1,0
2.0,10,190,10,3,0
3.0,18,182,18,5,0
4.0,36,164,36,10,0
5.0,51,149,51,12,0
6.0,68,132,68,14,0
7.0,79,121,79,15,0
8.0,99,101,99,19,0
9.0,109,91,109,20,0
10.0,124,75,124,25,0
11.0,137,56,137,28,1
12.0,143,47,143,26,3
13.0,142,40,142,26,5
14.0,127,37,127,21,10
15.0,117,32,117,20,12
16.0,105,27,105,20,14
17.0,97,24,97,19,15
18.0,80,21,80,16,19
19.0,70,21,70,15,20
20.0,56,19,56,10,25
21.0,39,17,39,6,29
22.0,30,17,30,6,29
23.0,24,16,24,4,31
24.0,21,16,21,4,31
25.0,17,15,17,3,32
26.0,13,14,13,1,34
27.0,10,14,10,1,34
28.0,7,14,7,0,35
29.0,7,14,7,0,35
30.0,5,14,5,0,35
31.0,3,14,3,0,35
32.0,3,14,3,0,35
33.0,2,14,2,0,35
34.0,2,14,2,0,35
35.0,1,14,1,0,35
36.0,0,14,0,0,35
37.0,0,14,0,0,35
38.0,0,14,0,0,35
39.0,0,14,0,0,35
40.0,0,14,0,0,35
41.0,0,14,0,0,35
42.0,0,14,0,0,35
43.0,0,14,0,0,35
44.0,0,14,0,0,35
45.0,0,14,0,0,35
46.0,0,14,0,0,35
47.0,0,14,0,0,35
48.0,0,14,0,0,35
49.0,0,14,0,0,35
50.0,0,14,0,0,35
51.0,0,14,0,0,35
52.0,0,14,0,0,35
53.0,0,14,0,0,35
54.0,0,14,0,0,35
55.0,0,14,0,0,35
56.0,0,14,0,0,35
57.0,0,14,0,0,35
58.0,0,14,0,0,35
59.0,0,14,0,0,35
60.0,0,14,0,0,35
61.0,0,14,0,0,35
62.0,0,14,0,0,35
63.0,0,14,0,0,35
64.0,0,14,0,0,35
65.0,0,14,0,0,35
66.0,0,14,0,0,35
67.0,0,14,0,0,35
68.0,0,14,0,0,35
69.0,0,14,0,0,35
70.0,0,14,0,0,35
71.0,0,14,0,0,35
72.0,0,14,0,0,35
73.0,0,14,0,0,35
74.0,0,14,0,0,35
75.0,0,14,0,0,35
76.0,0,14,0,0,35
77.0,0,14,0,0,35
78.0,0,14,0,0,35
79.0,0,14,0,0,35
80.0,0,14,0,0,35
81.0,0,14,0,0,35
82.0,0,14,0,0,35
83.0,0,14,0,0,35
84.0,0,14,0,0,35
85.0,0,14,0,0,35
86.0,0,14,0,0,35
87.0,0,14,0,0,35
88.0,0,14,0,0,35
89.0,0,14,0,0,35
90.0,0,14,0,0,35
91.0,0,14,0,0,35
92.0,0,14,0,0,35
93.0,0,14,0,0,35
94.0,0,14,0,0,35
95.0,0,14,0,0,35
96.0,0,14,0,0,35
97.0,0,14,0,0,35
98.0,0,14,0,0,35
99.0,0,14,0,0,35
100.0,0,14,0,0,35
