time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,6,194,6,0,0
3.0,13,187,13,2,0
4.0,20,180,20,4,0
5.0,30,170,30,7,0
6.0,37,163,37,10,0
7.0,44,156,44,11,0
8.0,67,133,67,13,0
9.0,90,110,90,20,0
10.0,109,90,109,25,0
11.0,122,77,122,26,0
12.0,128,66,128,30,0
13.0,132,55,132,31,2
14.0,132,48,132,33,4
15.0,132,38,132,32,7
16.0,127,36,127,29,10
17.0,123,33,123,28,11
18.0,109,24,109,27,13
19.0,86,24,86,20,20
20.0,71,19,71,16,25
21.0,59,18,59,15,26
22.0,49,17,49,11,30
23.0,39,16,39,8,33
24.0,32,16,32,4,37
25.0,23,15,23,3,39
26.0,21,15,21,3,39
27.0,18,15,18,3,39
28.0,9,15,9,2,40
29.0,9,15,9,2,40
30.0,4,15,4,1,41
31.0,3,15,3,1,41
32.0,2,15,2,1,41
33.0,1,15,1,1,41
34.0,1,15,1,1,41
35.0,0,15,0,0,42
36.0,0,15,0,0,42
37.0,0,15,0,0,42
38.0,0,15,0,0,42
39.0,0,15,0,0,42
40.0,0,15,0,0,42
41.0,0,15,0,0,42
42.0,0,15,0,0,42
43.0,0,15,0,0,42
44.0,0,15,0,0,42
45.0,0,15,0,0,42
46.0,0,15,0,0,42
47.0,0,15,0,0,42
48.0,0,15,0,0,42
49.0,0,15,0,0,42
50.0,0,15,0,0,42
51.0,0,15,0,0,42
52.0,0,15,0,0,42
53.0,0,15,0,0,42
54.0,0,15,0,0,42
55.0,0,15,0,0,42
56.0,0,15,0,0,42
57.0,0,15,0,0,42
58.0,0,15,0,0,42
59.0,0,15,0,0,42
60.0,0,15,0,0,42
61.0,0,15,0,0,42
62.0,0,15,0,0,42
63.0,0,15,0,0,42
64.0,0,15,0,0,42
65.0,0,15,0,0,42
66.0,0,15,0,0,42
67.0,0,15,0,0,42
68.0,0,15,0,0,42
69.0,0,15,0,0,42
70.0,0,15,0,0,42
71.0,0,15,0,0,42
72.0,0,15,0,0,42
73.0,0,15,0,0,42
74.0,0,15,0,0,42
75.0,0,15,0,0,42
76.0,0,15,0,0,42
77.0,0,15,0,0,42
78.0,0,15,0,0,42
79.0,0,15,0,0,42
80.0,0,15,0,0,42
81.0,0,15,0,0,42
82.0,0,15,0,0,42
83.0,0,15,0,0,42
84.0,0,15,0,0,42
85.0,0,15,0,0,42
86.0,0,15,0,0,42
87.0,0,15,0,0,42
88.0,0,15,0,0,42
89.0,0,15,0,0,42
90.0,0,15,0,0,42
91.0,0,15,0,0,42
92.0,0,15,0,0,42
93.0,0,15,0,0,42
94.0,0,15,0,0,42
95.0,0,15,0,0,42
96.0,0,15,0,0,42
97.0,0,15,0,0,42
98.0,0,15,0,0,42
99.0,0,15,0,0,42
100.0,0,15,0,0,42
