time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,2,198,2,0,0
3.0,2,198,2,0,0
4.0,2,198,2,0,0
5.0,2,198,2,0,0
6.0,3,197,3,1,0
7.0,4,196,4,1,0
8.0,4,196,4,1,0
9.0,7,193,7,1,0
10.0,6,193,6,1,0
11.0,10,189,10,2,0
12.0,13,185,13,3,0
13.0,18,180,18,4,0
14.0,22,176,22,4,0
15.0,31,167,31,7,0
16.0,39,158,39,7,1
17.0,48,148,48,9,1
18.0,67,129,67,16,1
19.0,86,107,86,19,1
20.0,109,84,109,21,1
21.0,124,65,124,22,2
22.0,131,54,131,23,3
23.0,129,51,129,23,4
24.0,129,47,129,24,4
25.0,126,41,126,22,7
26.0,125,33,125,23,8
27.0,118,30,118,22,10
28.0,103,26,103,16,17
29.0,82,25,82,13,20
30.0,60,24,60,11,22
31.0,42,23,42,9,24
32.0,32,22,32,7,26
33.0,30,21,30,7,27
34.0,26,21,26,6,28
35.0,22,19,22,5,29
36.0,14,19,14,3,31
37.0,11,19,11,2,32
38.0,7,19,7,1,33
39.0,6,19,6,1,33
40.0,5,19,5,1,33
41.0,4,19,4,1,33
42.0,3,19,3,1,33
43.0,2,19,2,0,34
44.0,2,19,2,0,34
45.0,0,19,0,0,34
46.0,0,19,0,0,34
47.0,0,19,0,0,34
48.0,0,19,0,0,34
49.0,0,19,0,0,34
50.0,0,19,0,0,34
51.0,0,19,0,0,34
52.0,0,19,0,0,34
53.0,0,19,0,0,34
54.0,0,19,0,0,34
55.0,0,19,0,0,34
56.0,0,19,0,0,34
57.0,0,19,0,0,34
58.0,0,19,0,0,34
59.0,0,19,0,0,34
60.0,0,19,0,0,34
61.0,0,19,0,0,34
62.0,0,19,0,0,34
63.0,0,19,0,0,34
64.0,0,19,0,0,34
65.0,0,19,0,0,34
66.0,0,19,0,0,34
67.0,0,19,0,0,34
68.0,0,19,0,0,34
69.0,0,19,0,0,34
70.0,0,19,0,0,34
71.0,0,19,0,0,34
72.0,0,19,0,0,34
73.0,0,19,0,0,34
74.0,0,19,0,0,34
75.0,0,19,0,0,34
76.0,0,19,0,0,34
77.0,0,19,0,0,34
78.0,0,19,0,0,34
79.0,0,19,0,0,34
80.0,0,19,0,0,34
81.0,0,19,0,0,34
82.0,0,19,0,0,34
83.0,0,19,0,0,34
84.0,0,19,0,0,34
85.0,0,19,0,0,34
86.0,0,19,0,0,34
87.0,0,19,0,0,34
88.0,0,19,0,0,34
89.0,0,19,0,0,34
90.0,0,19,0,0,34
91.0,0,19,0,0,34
92.0,0,19,0,0,34
93.0,0,19,0,0,34
94.0,0,19,0,0,34
95.0,0,19,0,0,34
96.0,0,19,0,0,34
97.0,0,19,0,0,34
98.0,0,19,0,0,34
99.0,0,19,0,0,34
100.0,0,19,0,0,34
