time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,197,3,1,0
2.0,15,185,15,5,0
3.0,33,167,33,9,0
4.0,55,145,55,13,0
5.0,81,119,81,17,0
6.0,106,94,106,23,0
7.0,131,69,131,26,0
8.0,144,56,144,29,0
9.0,156,44,156,31,0
10.0,167,32,167,33,1
11.0,176,21,176,36,1
12.0,169,16,169,33,5
13.0,153,14,153,29,9
14.0,135,10,135,26,13
15.0,110,9,110,22,17
16.0,87,7,87,17,23
17.0,63,6,63,14,26
18.0,50,6,50,11,29
19.0,38,6,38,9,31
20.0,27,5,27,6,34
21.0,16,5,16,3,37
22.0,11,5,11,2,38
23.0,9,5,9,2,38
24.0,5,5,5,1,39
25.0,4,5,4,1,39
26.0,2,5,2,0,40
27.0,1,5,1,0,40
28.0,1,5,1,0,40
29.0,1,5,1,0,40
30.0,0,5,0,0,40
31.0,0,5,0,0,40
32.0,0,5,0,0,40
33.0,0,5,0,0,40
34.0,0,5,0,0,40
35.0,0,5,0,0,40
36.0,0,5,0,0,40
37.0,0,5,0,0,40
38.0,0,5,0,0,40
39.0,0,5,0,0,40
40.0,0,5,0,0,40
41.0,0,5,0,0,40
42.0,0,5,0,0,40
43.0,0,5,0,0,40
44.0,0,5,0,0,40
45.0,0,5,0,0,40
46.0,0,5,0,0,40
47.0,0,5,0,0,40
48.0,0,5,0,0,40
49.0,0,5,0,0,40
50.0,0,5,0,0,40
51.0,0,5,0,0,40
52.0,0,5,0,0,40
53.0,0,5,0,0,40
54.0,0,5,0,0,40
55.0,0,5,0,0,40
56.0,0,5,0,0,40
57.0,0,5,0,0,40
58.0,0,5,0,0,40
59.0,0,5,0,0,40
60.0,0,5,0,0,40
61.0,0,5,0,0,40
62.0,0,5,0,0,40
63.0,0,5,0,0,40
64.0,0,5,0,0,40
65.0,0,5,0,0,40
66.0,0,5,0,0,40
67.0,0,5,0,0,40
68.0,0,5,0,0,40
69.0,0,5,0,0,40
70.0,0,5,0,0,40
71.0,0,5,0,0,40
72.0,0,5,0,0,40
73.0,0,5,0,0,40
74.0,0,5,0,0,40
75.0,0,5,0,0,40
76.0,0,5,0,0,40
77.0,0,5,0,0,40
78.0,0,5,0,0,40
79.0,0,5,0,0,40
80.0,0,5,0,0,40
81.0,0,5,0,0,40
82.0,0,5,0,0,40
83.0,0,5,0,0,40
84.0,0,5,0,0,40
85.0,0,5,0,0,40
86.0,0,5,0,0,40
87.0,0,5,0,0,40
88.0,0,5,0,0,40
89.0,0,5,0,0,40
90.0,0,5,0,0,40
91.0,0,5,0,0,40
92.0,0,5,0,0,40
93.0,0,5,0,0,40
94.0,0,5,0,0,40
95.0,0,5,0,0,40
96.0,0,5,0,0,40
97.0,0,5,0,0,40
98.0,0,5,0,0,40
99.0,0,5,0,0,40
100.0,0,5,0,0,40
