time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,197,3,1,0
2.0,5,195,5,1,0
3.0,10,190,10,2,0
4.0,16,184,16,5,0
5.0,27,173,27,8,0
6.0,41,159,41,12,0
7.0,53,147,53,12,0
8.0,71,129,71,15,0
9.0,96,104,96,21,0
10.0,114,85,114,27,0
11.0,127,70,127,31,1
12.0,140,55,140,34,1
13.0,145,45,145,35,2
14.0,152,32,152,33,5
15.0,145,28,145,33,8
16.0,140,19,140,31,12
17.0,131,16,131,31,12
18.0,116,13,116,28,15
19.0,92,12,92,23,21
20.0,74,11,74,17,27
21.0,60,10,60,13,32
22.0,45,10,45,10,35
23.0,35,10,35,8,37
24.0,23,9,23,7,38
25.0,19,9,19,4,41
26.0,10,9,10,2,43
27.0,7,9,7,2,43
28.0,4,9,4,2,43
29.0,3,9,3,1,44
30.0,2,9,2,1,44
31.0,1,9,1,0,45
32.0,1,9,1,0,45
33.0,1,9,1,0,45
34.0,0,9,0,0,45
35.0,0,9,0,0,45
36.0,0,9,0,0,45
37.0,0,9,0,0,45
38.0,0,9,0,0,45
39.0,0,9,0,0,45
40.0,0,9,0,0,45
41.0,0,9,0,0,45
42.0,0,9,0,0,45
43.0,0,9,0,0,45
44.0,0,9,0,0,45
45.0,0,9,0,0,45
46.0,0,9,0,0,45
47.0,0,9,0,0,45
48.0,0,9,0,0,45
49.0,0,9,0,0,45
50.0,0,9,0,0,45
51.0,0,9,0,0,45
52.0,0,9,0,0,45
53.0,0,9,0,0,45
54.0,0,9,0,0,45
55.0,0,9,0,0,45
56.0,0,9,0,0,45
57.0,0,9,0,0,45
58.0,0,9,0,0,45
59.0,0,9,0,0,45
60.0,0,9,0,0,45
61.0,0,9,0,0,45
62.0,0,9,0,0,45
63.0,0,9,0,0,45
64.0,0,9,0,0,45
65.0,0,9,0,0,45
66.0,0,9,0,0,45
67.0,0,9,0,0,45
68.0,0,9,0,0,45
69.0,0,9,0,0,45
70.0,0,9,0,0,45
71.0,0,9,0,0,45
72.0,0,9,0,0,45
73.0,0,9,0,0,45
74.0,0,9,0,0,45
75.0,0,9,0,0,45
76.0,0,9,0,0,45
77.0,0,9,0,0,45
78.0,0,9,0,0,45
79.0,0,9,0,0,45
80.0,0,9,0,0,45
81.0,0,9,0,0,45
82.0,0,9,0,0,45
83.0,0,9,0,0,45
84.0,0,9,0,0,45
85.0,0,9,0,0,45
86.0,0,9,0,0,45
87.0,0,9,0,0,45
88.0,0,9,0,0,45
89.0,0,9,0,0,45
90.0,0,9,0,0,45
91.0,0,9,0,0,45
92.0,0,9,0,0,45
93.0,0,9,0,0,45
94.0,0,9,0,0,45
95.0,0,9,0,0,45
96.0,0,9,0,0,45
97.0,0,9,0,0,45
98.0,0,9,0,0,45
99.0,0,9,0,0,45
100.0,0,9,0,0,45
