time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3,1,199,1,0,0
4.0,2,198,2,0,0
5.0,5,195,5,0,0
6.0,6,194,6,1,0
7.0,7,193,7,1,0
8.0,8,192,8,1,0
9.0,11,189,11,2,0
10.0,16,183,16,2,0
11.0,22,177,22,4,0
12.0,30,169,30,5,0
13.0,42,157,42,7,0
14.0,53,145,53,11,0
15.0,70,125,70,13,0
16.0,86,108,86,13,1
17.0,101,92,101,20,1
18.0,120,72,120,24,1
19.0,133,56,133,27,2
20.0,137,46,137,30,2
21.0,141,36,141,32,4
22.0,144,25,144,33,5
23.0,137,20,137,31,7
24.0,130,15,130,27,11
25.0,113,12,113,25,13
26.0,98,10,98,24,14
27.0,82,10,82,17,21
28.0,63,9,63,13,25
29.0,53,3,53,12,29
30.0,43,3,43,9,32
31.0,33,3,33,5,36
32.0,22,3,22,3,38
33.0,17,3,17,3,38
34.0,12,3,12,3,38
35.0,9,3,9,3,38
36.0,7,3,7,3,38
37.0,7,3,7,3,38
38.0,6,3,6,3,38
39.0,0,3,0,0,41
40.0,0,3,0,0,41
41.0,0,3,0,0,41
42.0,0,3,0,0,41
43.0,0,3,0,0,41
44.0,0,3,0,0,41
45.0,0,3,0,0,41
46.0,0,3,0,0,41
47.0,0,3,0,0,41
48.0,0,3,0,0,41
49.0,0,3,0,0,41
50.0,0,3,0,0,41
51.0,0,3,0,0,41
52.0,0,3,0,0,41
53.0,0,3,0,0,41
54.0,0,3,0,0,41
55.0,0,3,0,0,41
56.0,0,3,0,0,41
57.0,0,3,0,0,41
58.0,0,3,0,0,41
59.0,0,3,0,0,41
60.0,0,3,0,0,41
61.0,0,3,0,0,41
62.0,0,3,0,0,41
63.0,0,3,0,0,41
64.0,0,3,0,0,41
65.0,0,3,0,0,41
66.0,0,3,0,0,41
67.0,0,3,0,0,41
68.0,0,3,0,0,41
69.0,0,3,0,0,41
70.0,0,3,0,0,41
71.0,0,3,0,0,41
72.0,0,3,0,0,41
73.0,0,3,0,0,41
74.0,0,3,0,0,41
75.0,0,3,0,0,41
76.0,0,3,0,0,41
77.0,0,3,0,0,41
78.0,0,3,0,0,41
79.0,0,3,0,0,41
80.0,0,3,0,0,41
81.0,0,3,0,0,41
82.0,0,3,0,0,41
83.0,0,3,0,0,41
84.0,0,3,0,0,41
85.0,0,3,0,0,41
86.0,0,3,0,0,41
87.0,0,3,0,0,41
88.0,0,3,0,0,41
89.0,0,3,0,0,41
90.0,0,3,0,0,41
91.0,0,3,0,0,41
92.0,0,3,0,0,41
93.0,0,3,0,0,41
94.0,0,3,0,0,41
95.0,0,3,0,0,41
96.0,0,3,0,0,41
97.0,0,3,0,0,41
98.0,0,3,0,0,41
99.0,0,3,0,0,41
100.0,0,3,0,0,41
