time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3,1,199,1,0,0
4,1,199,1,0,0
5,1,199,1,0,0
6,1,199,1,0,0
7,1,199,1,0,0
8.0,2,198,2,0,0
9.0,2,198,2,0,0
10.0,1,198,1,0,0
11.0,3,196,3,1,0
12.0,3,196,3,1,0
13.0,3,196,3,1,0
14.0,6,193,6,2,0
15.0,10,189,10,2,0
16.0,16,183,16,3,0
17.0,22,177,22,5,0
18.0,28,170,28,5,0
19.0,32,166,32,6,0
20.0,49,149,49,12,0
21.0,73,123,73,13,1
22.0,91,105,91,18,1
23.0,103,93,103,21,1
24.0,114,79,114,21,2
25.0,130,59,130,24,2
26.0,136,47,136,24,3
27.0,148,29,148,26,5
28.0,145,25,145,26,5
29.0,146,20,146,25,6
30.0,133,16,133,20,12
31.0,111,12,111,19,14
32.0,95,10,95,14,19
33.0,85,8,85,12,22
34.0,72,7,72,11,23
35.0,53,6,53,8,26
36.0,41,6,41,7,27
37.0,23,6,23,3,31
38.0,19,6,19,3,31
39.0,14,6,14,3,31
40.0,10,6,10,2,32
41.0,6,6,6,1,33
42.0,4,6,4,1,33
43.0,2,6,2,0,34
44.0,1,6,1,0,34
45.0,0,6,0,0,34
46.0,0,6,0,0,34
47.0,0,6,0,0,34
48.0,0,6,0,0,34
49.0,0,6,0,0,34
50.0,0,6,0,0,34
51.0,0,6,0,0,34
52.0,0,6,0,0,34
53.0,0,6,0,0,34
54.0,0,6,0,0,34
55.0,0,6,0,0,34
56.0,0,6,0,0,34
57.0,0,6,0,0,34
58.0,0,6,0,0,34
59.0,0,6,0,0,34
60.0,0,6,0,0,34
61.0,0,6,0,0,34
62.0,0,6,0,0,34
63.0,0,6,0,0,34
64.0,0,6,0,0,34
65.0,0,6,0,0,34
66.0,0,6,0,0,34
67.0,0,6,0,0,34
68.0,0,6,0,0,34
69.0,0,6,0,0,34
70.0,0,6,0,0,34
71.0,0,6,0,0,34
72.0,0,6,0,0,34
73.0,0,6,0,0,34
74.0,0,6,0,0,34
75.0,0,6,0,0,34
76.0,0,6,0,0,34
77.0,0,6,0,0,34
78.0,0,6,0,0,34
79.0,0,6,0,0,34
80.0,0,6,0,0,34
81.0,0,6,0,0,34
82.0,0,6,0,0,34
83.0,0,6,0,0,34
84.0,0,6,0,0,34
85.0,0,6,0,0,34
86.0,0,6,0,0,34
87.0,0,6,0,0,34
88.0,0,6,0,0,34
89.0,0,6,0,0,34
90.0,0,6,0,0,34
91.0,0,6,0,0,34
92.0,0,6,0,0,34
93.0,0,6,0,0,34
94.0,0,6,0,0,34
95.0,0,6,0,0,34
96.0,0,6,0,0,34
97.0,0,6,0,0,34
98.0,0,6,0,0,34
99.0,0,6,0,0,34
100.0,0,6,0,0,34
