time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,99,1,0,0
2,1,99,1,0,0
3,1,99,1,0,0
4,1,99,1,0,0
5.0,2,98,2,0,0
6.0,4,96,4,0,0
7.0,4,96,4,0,0
8.0,6,94,6,1,0
9.0,11,89,11,2,0
10.0,15,84,15,3,0
11.0,19,80,19,4,0
12.0,26,73,26,6,0
13.0,33,66,33,7,0
14.0,39,60,39,11,0
15.0,48,50,48,16,0
16.0,55,41,55,17,0
17.0,67,29,67,19,0
18.0,70,24,70,19,1
19.0,71,18,71,21,2
20.0,67,17,67,20,3
21.0,66,14,66,19,4
22.0,61,12,61,19,6
23.0,55,11,55,18,7
24.0,51,9,51,14,11
25.0,44,6,44,10,16
26.0,37,4,37,9,17
27.0,25,4,25,7,19
28.0,20,4,20,6,20
29.0,14,4,14,3,23
30.0,13,4,13,3,23
31.0,10,4,10,3,23
32.0,8,4,8,1,25
33.0,7,4,7,1,25
34.0,5,4,5,1,25
35.0,3,3,3,0,26
36.0,1,3,1,0,26
37.0,1,3,1,0,26
38.0,1,3,1,0,26
39.0,1,3,1,0,26
40.0,1,3,1,0,26
41.0,1,3,1,0,26
42.0,1,3,1,0,26
43.0,1,3,1,0,26
44.0,1,3,1,0,26
45.0,0,3,0,0,26
46.0,0,3,0,0,26
47.0,0,3,0,0,26
48.0,0,3,0,0,26
49.0,0,3,0,0,26
50.0,0,3,0,0,26
51.0,0,3,0,0,26
52.0,0,3,0,0,26
53.0,0,3,0,0,26
54.0,0,3,0,0,26
55.0,0,3,0,0,26
56.0,0,3,0,0,26
57.0,0,3,0,0,26
58.0,0,3,0,0,26
59.0,0,3,0,0,26
60.0,0,3,0,0,26
61.0,0,3,0,0,26
62.0,0,3,0,0,26
63.0,0,3,0,0,26
64.0,0,3,0,0,26
65.0,0,3,0,0,26
66.0,0,3,0,0,26
67.0,0,3,0,0,26
68.0,0,3,0,0,26
69.0,0,3,0,0,26
70.0,0,3,0,0,26
71.0,0,3,0,0,26
72.0,0,3,0,0,26
73.0,0,3,0,0,26
74.0,0,3,0,0,26
75.0,0,3,0,0,26
76.0,0,3,0,0,26
77.0,0,3,0,0,26
78.0,0,3,0,0,26
79.0,0,3,0,0,26
80.0,0,3,0,0,26
81.0,0,3,0,0,26
82.0,0,3,0,0,26
83.0,0,3,0,0,26
84.0,0,3,0,0,26
85.0,0,3,0,0,26
86.0,0,3,0,0,26
87.0,0,3,0,0,26
88.0,0,3,0,0,26
89.0,0,3,0,0,26
90.0,0,3,0,0,26
91.0,0,3,0,0,26
92.0,0,3,0,0,26
93.0,0,3,0,0,26
94.0,0,3,0,0,26
95.0,0,3,0,0,26
96.0,0,3,0,0,26
97.0,0,3,0,0,26
98.0,0,3,0,0,26
99.0,0,3,0,0,26
100.0,0,3,0,0,26
