time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,3,197,3,0,0
3.0,5,195,5,1,0
4.0,5,195,5,1,0
5.0,5,195,5,1,0
6.0,7,193,7,1,0
7.0,7,193,7,1,0
8.0,7,193,7,1,0
9.0,9,191,9,1,0
10.0,13,186,13,2,0
11.0,22,177,22,4,0
12.0,36,161,36,9,0
13.0,42,153,42,10,1
14.0,56,139,56,13,1
15.0,76,119,76,17,1
16.0,90,103,90,23,1
17.0,106,87,106,31,1
18.0,119,74,119,35,1
19.0,132,59,132,38,1
20.0,139,47,139,39,2
21.0,140,37,140,41,4
22.0,127,34,127,38,9
23.0,124,29,124,37,11
24.0,117,22,117,38,14
25.0,102,17,102,34,18
26.0,88,15,88,28,24
27.0,73,14,73,20,32
28.0,60,14,60,16,36
29.0,45,14,45,13,39
30.0,33,14,33,11,41
31.0,23,14,23,7,45
32.0,20,14,20,5,47
33.0,16,13,16,4,48
34.0,9,13,9,0,52
35.0,4,13,4,0,52
36.0,2,13,2,0,52
37.0,1,13,1,0,52
38.0,1,13,1,0,52
39.0,1,13,1,0,52
40.0,1,13,1,0,52
41.0,1,13,1,0,52
42.0,1,13,1,0,52
43.0,0,13,0,0,52
44.0,0,13,0,0,52
45.0,0,13,0,0,52
46.0,0,13,0,0,52
47.0,0,13,0,0,52
48.0,0,13,0,0,52
49.0,0,13,0,0,52
50.0,0,13,0,0,52
51.0,0,13,0,0,52
52.0,0,13,0,0,52
53.0,0,13,0,0,52
54.0,0,13,0,0,52
55.0,0,13,0,0,52
56.0,0,13,0,0,52
57.0,0,13,0,0,52
58.0,0,13,0,0,52
59.0,0,13,0,0,52
60.0,0,13,0,0,52
61.0,0,13,0,0,52
62.0,0,13,0,0,52
63.0,0,13,0,0,52
64.0,0,13,0,0,52
65.0,0,13,0,0,52
66.0,0,13,0,0,52
67.0,0,13,0,0,52
68.0,0,13,0,0,52
69.0,0,13,0,0,52
70.0,0,13,0,0,52
71.0,0,13,0,0,52
72.0,0,13,0,0,52
73.0,0,13,0,0,52
74.0,0,13,0,0,52
75.0,0,13,0,0,52
76.0,0,13,0,0,52
77.0,0,13,0,0,52
78.0,0,13,0,0,52
79.0,0,13,0,0,52
80.0,0,13,0,0,52
81.0,0,13,0,0,52
82.0,0,13,0,0,52
83.0,0,13,0,0,52
84.0,0,13,0,0,52
85.0,0,13,0,0,52
86.0,0,13,0,0,52
87.0,0,13,0,0,52
88.0,0,13,0,0,52
89.0,0,13,0,0,52
90.0,0,13,0,0,52
91.0,0,13,0,0,52
92.0,0,13,0,0,52
93.0,0,13,0,0,52
94.0,0,13,0,0,52
95.0,0,13,0,0,52
96.0,0,13,0,0,52
97.0,0,13,0,0,52
98.0,0,13,0,0,52
99.0,0,13,0,0,52
100.0,0,13,0,0,52
