time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3,1,199,1,0,0
4.0,2,198,2,0,0
5.0,2,198,2,0,0
6.0,3,197,3,1,0
7.0,3,197,3,1,0
8.0,4,196,4,1,0
9.0,4,196,4,1,0
10.0,7,192,7,2,0
11.0,8,191,8,3,0
12.0,9,190,9,3,0
13.0,17,182,17,3,0
14.0,21,177,21,5,0
15.0,24,174,24,6,0
16.0,28,169,28,7,1
17.0,35,162,35,7,1
18.0,42,154,42,9,1
19.0,53,143,53,10,1
20.0,60,132,60,11,2
21.0,65,126,65,11,3
22.0,72,118,72,12,3
23.0,73,109,73,13,3
24.0,76,101,76,12,5
25.0,78,96,78,14,6
26.0,82,87,82,14,8
27.0,81,81,81,16,8
28.0,80,74,80,15,10
29.0,74,69,74,15,11
30.0,69,63,69,14,13
31.0,69,57,69,15,14
32.0,71,47,71,14,15
33.0,65,44,65,14,16
34.0,60,41,60,15,17
35.0,57,39,57,12,20
36.0,52,35,52,12,22
37.0,52,29,52,12,24
38.0,48,26,48,12,25
39.0,43,26,43,11,26
40.0,40,23,40,11,27
41.0,35,22,35,9,29
42.0,27,20,27,9,29
43.0,24,20,24,8,30
44.0,22,19,22,6,32
45.0,21,18,21,6,32
46.0,17,18,17,4,34
47.0,11,18,11,2,36
48.0,8,18,8,1,37
49.0,8,18,8,1,37
50.0,5,18,5,0,38
51.0,4,18,4,0,38
52.0,2,18,2,0,38
53.0,2,18,2,0,38
54.0,1,18,1,0,38
55.0,0,18,0,0,38
56.0,0,18,0,0,38
57.0,0,18,0,0,38
58.0,0,18,0,0,38
59.0,0,18,0,0,38
60.0,0,18,0,0,38
61.0,0,18,0,0,38
62.0,0,18,0,0,38
63.0,0,18,0,0,38
64.0,0,18,0,0,38
65.0,0,18,0,0,38
66.0,0,18,0,0,38
67.0,0,18,0,0,38
68.0,0,18,0,0,38
69.0,0,18,0,0,38
70.0,0,18,0,0,38
71.0,0,18,0,0,38
72.0,0,18,0,0,38
73.0,0,18,0,0,38
74.0,0,18,0,0,38
75.0,0,18,0,0,38
76.0,0,18,0,0,38
77.0,0,18,0,0,38
78.0,0,18,0,0,38
79.0,0,18,0,0,38
80.0,0,18,0,0,38
81.0,0,18,0,0,38
82.0,0,18,0,0,38
83.0,0,18,0,0,38
84.0,0,18,0,0,38
85.0,0,18,0,0,38
86.0,0,18,0,0,38
87.0,0,18,0,0,38
88.0,0,18,0,0,38
89.0,0,18,0,0,38
90.0,0,18,0,0,38
91.0,0,18,0,0,38
92.0,0,18,0,0,38
93.0,0,18,0,0,38
94.0,0,18,0,0,38
95.0,0,18,0,0,38
96.0,0,18,0,0,38
97.0,0,18,0,0,38
98.0,0,18,0,0,38
99.0,0,18,0,0,38
100.0,0,18,0,0,38
