time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,9173,827,9173,2002,0
2.0,9997,3,9997,2160,0
3.0,10000,0,10000,2160,0
4.0,10000,0,10000,2160,0
5.0,10000,0,10000,2160,0
6.0,10000,0,10000,2160,0
7.0,10000,0,10000,2160,0
8.0,10000,0,10000,2160,0
9.0,10000,0,10000,2160,0
10.0,9999,0,9999,2160,0
11.0,2829,0,2829,2160,0
12.0,2163,0,2163,2160,0
13.0,2160,0,2160,2160,0
14.0,2160,0,2160,2160,0
15.0,158,0,158,158,2002
16.0,0,0,0,0,2160
17.0,0,0,0,0,2160
18.0,0,0,0,0,2160
19.0,0,0,0,0,2160
20.0,0,0,0,0,2160
21.0,0,0,0,0,2160
22.0,0,0,0,0,2160
23.0,0,0,0,0,2160
24.0,0,0,0,0,2160
25.0,0,0,0,0,2160
26.0,0,0,0,0,2160
27.0,0,0,0,0,2160
28.0,0,0,0,0,2160
29.0,0,0,0,0,2160
30.0,0,0,0,0,2160
31.0,0,0,0,0,2160
32.0,0,0,0,0,2160
33.0,0,0,0,0,2160
34.0,0,0,0,0,2160
35.0,0,0,0,0,2160
36.0,0,0,0,0,2160
37.0,0,0,0,0,2160
38.0,0,0,0,0,2160
39.0,0,0,0,0,2160
40.0,0,0,0,0,2160
41.0,0,0,0,0,2160
42.0,0,0,0,0,2160
43.0,0,0,0,0,2160
44.0,0,0,0,0,2160
45.0,0,0,0,0,2160
46.0,0,0,0,0,2160
47.0,0,0,0,0,2160
48.0,0,0,0,0,2160
49.0,0,0,0,0,2160
50.0,0,0,0,0,2160
51.0,0,0,0,0,2160
52.0,0,0,0,0,2160
53.0,0,0,0,0,2160
54.0,0,0,0,0,2160
55.0,0,0,0,0,2160
56.0,0,0,0,0,2160
57.0,0,0,0,0,2160
58.0,0,0,0,0,2160
59.0,0,0,0,0,2160
60.0,0,0,0,0,2160
61.0,0,0,0,0,2160
62.0,0,0,0,0,2160
63.0,0,0,0,0,2160
64.0,0,0,0,0,2160
65.0,0,0,0,0,2160
66.0,0,0,0,0,2160
67.0,0,0,0,0,2160
68.0,0,0,0,0,2160
69.0,0,0,0,0,2160
70.0,0,0,0,0,2160
71.0,0,0,0,0,2160
72.0,0,0,0,0,2160
73.0,0,0,0,0,2160
74.0,0,0,0,0,2160
75.0,0,0,0,0,2160
76.0,0,0,0,0,2160
77.0,0,0,0,0,2160
78.0,0,0,0,0,2160
79.0,0,0,0,0,2160
80.0,0,0,0,0,2160
81.0,0,0,0,0,2160
82.0,0,0,0,0,2160
83.0,0,0,0,0,2160
84.0,0,0,0,0,2160
85.0,0,0,0,0,2160
86.0,0,0,0,0,2160
87.0,0,0,0,0,2160
88.0,0,0,0,0,2160
89.0,0,0,0,0,2160
90.0,0,0,0,0,2160
91.0,0,0,0,0,2160
92.0,0,0,0,0,2160
93.0,0,0,0,0,2160
94.0,0,0,0,0,2160
95.0,0,0,0,0,2160
96.0,0,0,0,0,2160
97.0,0,0,0,0,2160
98.0,0,0,0,0,2160
99.0,0,0,0,0,2160
100.0,0,0,0,0,2160
