time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,99,1,1,0
2,1,99,1,1,0
3.0,2,98,2,1,0
4.0,2,98,2,1,0
5.0,4,96,4,1,0
6.0,4,96,4,1,0
7.0,7,93,7,2,0
8.0,10,90,10,2,0
9.0,13,87,13,3,0
10.0,13,86,13,2,1
11.0,20,79,20,3,1
12.0,24,75,24,3,1
13.0,31,67,31,5,1
14.0,41,57,41,8,1
15.0,45,51,45,12,1
16.0,52,44,52,13,1
17.0,54,39,54,12,2
18.0,57,33,57,13,2
19.0,59,28,59,15,3
20.0,66,20,66,15,3
21.0,60,19,60,14,4
22.0,59,16,59,15,4
23.0,52,15,52,13,6
24.0,47,10,47,11,9
25.0,42,9,42,7,13
26.0,36,8,36,6,14
27.0,31,8,31,6,14
28.0,26,7,26,6,15
29.0,21,7,21,3,18
30.0,13,7,13,3,18
31.0,12,7,12,3,18
32.0,9,7,9,2,19
33.0,8,7,8,2,19
34.0,3,7,3,1,20
35.0,2,7,2,1,20
36.0,1,7,1,1,20
37.0,1,7,1,1,20
38.0,0,7,0,0,21
39.0,0,7,0,0,21
40.0,0,7,0,0,21
41.0,0,7,0,0,21
42.0,0,7,0,0,21
43.0,0,7,0,0,21
44.0,0,7,0,0,21
45.0,0,7,0,0,21
46.0,0,7,0,0,21
47.0,0,7,0,0,21
48.0,0,7,0,0,21
49.0,0,7,0,0,21
50.0,0,7,0,0,21
51.0,0,7,0,0,21
52.0,0,7,0,0,21
53.0,0,7,0,0,21
54.0,0,7,0,0,21
55.0,0,7,0,0,21
56.0,0,7,0,0,21
57.0,0,7,0,0,21
58.0,0,7,0,0,21
59.0,0,7,0,0,21
60.0,0,7,0,0,21
61.0,0,7,0,0,21
62.0,0,7,0,0,21
63.0,0,7,0,0,21
64.0,0,7,0,0,21
65.0,0,7,0,0,21
66.0,0,7,0,0,21
67.0,0,7,0,0,21
68.0,0,7,0,0,21
69.0,0,7,0,0,21
70.0,0,7,0,0,21
71.0,0,7,0,0,21
72.0,0,7,0,0,21
73.0,0,7,0,0,21
74.0,0,7,0,0,21
75.0,0,7,0,0,21
76.0,0,7,0,0,21
77.0,0,7,0,0,21
78.0,0,7,0,0,21
79.0,0,7,0,0,21
80.0,0,7,0,0,21
81.0,0,7,0,0,21
82.0,0,7,0,0,21
83.0,0,7,0,0,21
84.0,0,7,0,0,21
85.0,0,7,0,0,21
86.0,0,7,0,0,21
87.0,0,7,0,0,21
88.0,0,7,0,0,21
89.0,0,7,0,0,21
90.0,0,7,0,0,21
91.0,0,7,0,0,21
92.0,0,7,0,0,21
93.0,0,7,0,0,21
94.0,0,7,0,0,21
95.0,0,7,0,0,21
96.0,0,7,0,0,21
97.0,0,7,0,0,21
98.0,0,7,0,0,21
99.0,0,7,0,0,21
100.0,0,7,0,0,21
