time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,10,9990,10,4,0
3.0,76,9924,76,16,0
4.0,590,9410,590,134,0
5.0,3144,6856,3144,691,0
6.0,7723,2277,7723,1727,0
7.0,9632,368,9632,2154,0
8.0,9942,58,9942,2227,0
9.0,9996,4,9996,2244,0
10.0,9999,0,9999,2244,0
11.0,9998,0,9998,2244,0
12.0,9994,0,9994,2244,0
13.0,9940,0,9940,2244,0
14.0,9544,0,9544,2244,0
15.0,7547,0,7547,2244,0
16.0,4000,0,4000,2240,4
17.0,2506,0,2506,2228,16
18.0,2151,0,2151,2110,134
19.0,1557,0,1557,1553,691
20.0,517,0,517,517,1727
21.0,90,0,90,90,2154
22.0,17,0,17,17,2227
23.0,0,0,0,0,2244
24.0,0,0,0,0,2244
25.0,0,0,0,0,2244
26.0,0,0,0,0,2244
27.0,0,0,0,0,2244
28.0,0,0,0,0,2244
29.0,0,0,0,0,2244
30.0,0,0,0,0,2244
31.0,0,0,0,0,2244
32.0,0,0,0,0,2244
33.0,0,0,0,0,2244
34.0,0,0,0,0,2244
35.0,0,0,0,0,2244
36.0,0,0,0,0,2244
37.0,0,0,0,0,2244
38.0,0,0,0,0,2244
39.0,0,0,0,0,2244
40.0,0,0,0,0,2244
41.0,0,0,0,0,2244
42.0,0,0,0,0,2244
43.0,0,0,0,0,2244
44.0,0,0,0,0,2244
45.0,0,0,0,0,2244
46.0,0,0,0,0,2244
47.0,0,0,0,0,2244
48.0,0,0,0,0,2244
49.0,0,0,0,0,2244
50.0,0,0,0,0,2244
51.0,0,0,0,0,2244
52.0,0,0,0,0,2244
53.0,0,0,0,0,2244
54.0,0,0,0,0,2244
55.0,0,0,0,0,2244
56.0,0,0,0,0,2244
57.0,0,0,0,0,2244
58.0,0,0,0,0,2244
59.0,0,0,0,0,2244
60.0,0,0,0,0,2244
61.0,0,0,0,0,2244
62.0,0,0,0,0,2244
63.0,0,0,0,0,2244
64.0,0,0,0,0,2244
65.0,0,0,0,0,2244
66.0,0,0,0,0,2244
67.0,0,0,0,0,2244
68.0,0,0,0,0,2244
69.0,0,0,0,0,2244
70.0,0,0,0,0,2244
71.0,0,0,0,0,2244
72.0,0,0,0,0,2244
73.0,0,0,0,0,2244
74.0,0,0,0,0,2244
75.0,0,0,0,0,2244
76.0,0,0,0,0,2244
77.0,0,0,0,0,2244
78.0,0,0,0,0,2244
79.0,0,0,0,0,2244
80.0,0,0,0,0,2244
81.0,0,0,0,0,2244
82.0,0,0,0,0,2244
83.0,0,0,0,0,2244
84.0,0,0,0,0,2244
85.0,0,0,0,0,2244
86.0,0,0,0,0,2244
87.0,0,0,0,0,2244
88.0,0,0,0,0,2244
89.0,0,0,0,0,2244
90.0,0,0,0,0,2244
91.0,0,0,0,0,2244
92.0,0,0,0,0,2244
93.0,0,0,0,0,2244
94.0,0,0,0,0,2244
95.0,0,0,0,0,2244
96.0,0,0,0,0,2244
97.0,0,0,0,0,2244
98.0,0,0,0,0,2244
99.0,0,0,0,0,2244
100.0,0,0,0,0,2244
