time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,98,2,1,0
2.0,2,98,2,1,0
3.0,3,97,3,1,0
4.0,4,96,4,1,0
5.0,4,96,4,1,0
6.0,4,96,4,1,0
7.0,7,93,7,1,0
8.0,8,92,8,1,0
9.0,12,88,12,1,0
10.0,14,85,14,1,0
11.0,19,79,19,2,1
12.0,34,64,34,4,1
13.0,39,58,39,6,1
14.0,48,48,48,8,1
15.0,54,42,54,10,1
16.0,63,33,63,10,1
17.0,68,25,68,10,1
18.0,75,17,75,11,1
19.0,73,15,73,11,1
20.0,71,14,71,11,1
21.0,67,12,67,10,3
22.0,53,11,53,8,5
23.0,49,9,49,6,7
24.0,42,6,42,5,9
25.0,38,4,38,4,11
26.0,29,4,29,4,11
27.0,22,3,22,5,11
28.0,14,3,14,4,12
29.0,13,2,13,4,12
30.0,12,2,12,4,12
31.0,10,2,10,3,13
32.0,10,1,10,3,13
33.0,8,1,8,3,13
34.0,5,1,5,2,14
35.0,3,1,3,1,15
36.0,3,1,3,1,15
37.0,2,1,2,0,16
38.0,2,1,2,0,16
39.0,1,1,1,0,16
40.0,1,1,1,0,16
41.0,1,1,1,0,16
42.0,0,1,0,0,16
43.0,0,1,0,0,16
44.0,0,1,0,0,16
45.0,0,1,0,0,16
46.0,0,1,0,0,16
47.0,0,1,0,0,16
48.0,0,1,0,0,16
49.0,0,1,0,0,16
50.0,0,1,0,0,16
51.0,0,1,0,0,16
52.0,0,1,0,0,16
53.0,0,1,0,0,16
54.0,0,1,0,0,16
55.0,0,1,0,0,16
56.0,0,1,0,0,16
57.0,0,1,0,0,16
58.0,0,1,0,0,16
59.0,0,1,0,0,16
60.0,0,1,0,0,16
61.0,0,1,0,0,16
62.0,0,1,0,0,16
63.0,0,1,0,0,16
64.0,0,1,0,0,16
65.0,0,1,0,0,16
66.0,0,1,0,0,16
67.0,0,1,0,0,16
68.0,0,1,0,0,16
69.0,0,1,0,0,16
70.0,0,1,0,0,16
71.0,0,1,0,0,16
72.0,0,1,0,0,16
73.0,0,1,0,0,16
74.0,0,1,0,0,16
75.0,0,1,0,0,16
76.0,0,1,0,0,16
77.0,0,1,0,0,16
78.0,0,1,0,0,16
79.0,0,1,0,0,16
80.0,0,1,0,0,16
81.0,0,1,0,0,16
82.0,0,1,0,0,16
83.0,0,1,0,0,16
84.0,0,1,0,0,16
85.0,0,1,0,0,16
86.0,0,1,0,0,16
87.0,0,1,0,0,16
88.0,0,1,0,0,16
89.0,0,1,0,0,16
90.0,0,1,0,0,16
91.0,0,1,0,0,16
92.0,0,1,0,0,16
93.0,0,1,0,0,16
94.0,0,1,0,0,16
95.0,0,1,0,0,16
96.0,0,1,0,0,16
97.0,0,1,0,0,16
98.0,0,1,0,0,16
99.0,0,1,0,0,16
100.0,0,1,0,0,16
