time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3.0,2,198,2,0,0
4.0,2,198,2,0,0
5.0,2,198,2,0,0
6.0,3,197,3,0,0
7.0,4,196,4,0,0
8.0,6,194,6,0,0
9.0,6,194,6,0,0
10.0,7,192,7,0,0
11.0,7,192,7,0,0
12.0,10,189,10,1,0
13.0,13,185,13,1,0
14.0,17,181,17,1,0
15.0,26,172,26,3,0
16.0,32,165,32,4,0
17.0,48,148,48,6,0
18.0,62,132,62,12,0
19.0,77,117,77,17,0
20.0,96,96,96,19,0
21.0,105,87,105,19,0
22.0,114,75,114,22,1
23.0,125,60,125,26,1
24.0,133,48,133,29,1
25.0,138,34,138,31,3
26.0,134,31,134,32,4
27.0,125,23,125,31,6
28.0,110,22,110,25,12
29.0,96,21,96,20,17
30.0,77,19,77,18,19
31.0,69,18,69,19,19
32.0,58,17,58,15,23
33.0,43,17,43,11,27
34.0,32,16,32,8,30
35.0,18,16,18,4,34
36.0,15,16,15,2,36
37.0,8,15,8,2,37
38.0,8,14,8,2,37
39.0,8,13,8,2,37
40.0,6,13,6,2,37
41.0,5,13,5,1,38
42.0,4,13,4,1,38
43.0,4,13,4,1,38
44.0,3,13,3,1,38
45.0,3,13,3,1,38
46.0,4,12,4,1,38
47.0,3,12,3,0,39
48.0,2,12,2,0,39
49.0,1,12,1,0,39
50.0,1,12,1,0,39
51.0,1,12,1,0,39
52.0,1,12,1,0,39
53.0,1,12,1,0,39
54.0,1,12,1,0,39
55.0,1,12,1,0,39
56.0,0,12,0,0,39
57.0,0,12,0,0,39
58.0,0,12,0,0,39
59.0,0,12,0,0,39
60.0,0,12,0,0,39
61.0,0,12,0,0,39
62.0,0,12,0,0,39
63.0,0,12,0,0,39
64.0,0,12,0,0,39
65.0,0,12,0,0,39
66.0,0,12,0,0,39
67.0,0,12,0,0,39
68.0,0,12,0,0,39
69.0,0,12,0,0,39
70.0,0,12,0,0,39
71.0,0,12,0,0,39
72.0,0,12,0,0,39
73.0,0,12,0,0,39
74.0,0,12,0,0,39
75.0,0,12,0,0,39
76.0,0,12,0,0,39
77.0,0,12,0,0,39
78.0,0,12,0,0,39
79.0,0,12,0,0,39
80.0,0,12,0,0,39
81.0,0,12,0,0,39
82.0,0,12,0,0,39
83.0,0,12,0,0,39
84.0,0,12,0,0,39
85.0,0,12,0,0,39
86.0,0,12,0,0,39
87.0,0,12,0,0,39
88.0,0,12,0,0,39
89.0,0,12,0,0,39
90.0,0,12,0,0,39
91.0,0,12,0,0,39
92.0,0,12,0,0,39
93.0,0,12,0,0,39
94.0,0,12,0,0,39
95.0,0,12,0,0,39
96.0,0,12,0,0,39
97.0,0,12,0,0,39
98.0,0,12,0,0,39
99.0,0,12,0,0,39
100.0,0,12,0,0,39
