time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,1,0
2.0,2,198,2,1,0
3.0,3,197,3,2,0
4.0,4,196,4,2,0
5.0,4,196,4,2,0
6.0,4,196,4,2,0
7.0,4,196,4,2,0
8.0,6,194,6,2,0
9.0,9,191,9,3,0
10.0,10,189,10,3,1
11.0,14,185,14,5,1
12.0,16,182,16,5,1
13.0,17,180,17,5,2
14.0,25,171,25,8,2
15.0,42,154,42,13,2
16.0,53,143,53,16,2
17.0,72,124,72,19,2
18.0,86,108,86,21,2
19.0,110,81,110,28,3
20.0,129,60,129,33,4
21.0,143,42,143,36,6
22.0,147,35,147,37,6
23.0,151,29,151,36,7
24.0,147,24,147,33,10
25.0,132,22,132,28,15
26.0,124,19,124,25,18
27.0,106,18,106,22,21
28.0,94,14,94,21,23
29.0,70,11,70,13,31
30.0,49,11,49,7,37
31.0,33,9,33,3,42
32.0,26,9,26,2,43
33.0,20,9,20,2,43
34.0,16,8,16,3,43
35.0,14,8,14,3,43
36.0,11,8,11,3,43
37.0,11,7,11,3,43
38.0,7,7,7,2,44
39.0,4,7,4,2,44
40.0,4,7,4,2,44
41.0,3,6,3,1,45
42.0,4,5,4,1,45
43.0,4,5,4,1,45
44.0,3,5,3,0,46
45.0,3,5,3,0,46
46.0,3,5,3,0,46
47.0,2,5,2,0,46
48.0,2,5,2,0,46
49.0,2,5,2,0,46
50.0,2,5,2,0,46
51.0,1,5,1,0,46
52.0,0,5,0,0,46
53.0,0,5,0,0,46
54.0,0,5,0,0,46
55.0,0,5,0,0,46
56.0,0,5,0,0,46
57.0,0,5,0,0,46
58.0,0,5,0,0,46
59.0,0,5,0,0,46
60.0,0,5,0,0,46
61.0,0,5,0,0,46
62.0,0,5,0,0,46
63.0,0,5,0,0,46
64.0,0,5,0,0,46
65.0,0,5,0,0,46
66.0,0,5,0,0,46
67.0,0,5,0,0,46
68.0,0,5,0,0,46
69.0,0,5,0,0,46
70.0,0,5,0,0,46
71.0,0,5,0,0,46
72.0,0,5,0,0,46
73.0,0,5,0,0,46
74.0,0,5,0,0,46
75.0,0,5,0,0,46
76.0,0,5,0,0,46
77.0,0,5,0,0,46
78.0,0,5,0,0,46
79.0,0,5,0,0,46
80.0,0,5,0,0,46
81.0,0,5,0,0,46
82.0,0,5,0,0,46
83.0,0,5,0,0,46
84.0,0,5,0,0,46
85.0,0,5,0,0,46
86.0,0,5,0,0,46
87.0,0,5,0,0,46
88.0,0,5,0,0,46
89.0,0,5,0,0,46
90.0,0,5,0,0,46
91.0,0,5,0,0,46
92.0,0,5,0,0,46
93.0,0,5,0,0,46
94.0,0,5,0,0,46
95.0,0,5,0,0,46
96.0,0,5,0,0,46
97.0,0,5,0,0,46
98.0,0,5,0,0,46
99.0,0,5,0,0,46
100.0,0,5,0,0,46
