time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,198,2,1,0
2.0,4,196,4,1,0
3.0,8,192,8,1,0
4.0,9,191,9,2,0
5.0,13,187,13,2,0
6.0,22,178,22,3,0
7.0,29,171,29,6,0
8.0,37,163,37,7,0
9.0,52,148,52,11,0
10.0,64,135,64,11,1
11.0,78,120,78,12,1
12.0,90,106,90,14,1
13.0,111,81,111,20,1
14.0,117,74,117,22,2
15.0,124,63,124,23,2
16.0,125,53,125,23,3
17.0,129,42,129,20,6
18.0,123,40,123,19,7
19.0,113,35,113,15,11
20.0,107,28,107,15,12
21.0,95,25,95,15,13
22.0,82,24,82,13,15
23.0,63,18,63,10,21
24.0,58,16,58,8,24
25.0,48,15,48,7,25
26.0,39,14,39,6,26
27.0,30,12,30,7,26
28.0,28,12,28,7,26
29.0,23,12,23,7,26
30.0,16,12,16,6,27
31.0,14,11,14,5,28
32.0,14,10,14,5,28
33.0,9,9,9,2,31
34.0,7,9,7,1,32
35.0,6,9,6,1,32
36.0,5,9,5,1,32
37.0,3,9,3,0,33
38.0,3,9,3,0,33
39.0,3,9,3,0,33
40.0,3,9,3,0,33
41.0,2,9,2,0,33
42.0,1,9,1,0,33
43.0,0,9,0,0,33
44.0,0,9,0,0,33
45.0,0,9,0,0,33
46.0,0,9,0,0,33
47.0,0,9,0,0,33
48.0,0,9,0,0,33
49.0,0,9,0,0,33
50.0,0,9,0,0,33
51.0,0,9,0,0,33
52.0,0,9,0,0,33
53.0,0,9,0,0,33
54.0,0,9,0,0,33
55.0,0,9,0,0,33
56.0,0,9,0,0,33
57.0,0,9,0,0,33
58.0,0,9,0,0,33
59.0,0,9,0,0,33
60.0,0,9,0,0,33
61.0,0,9,0,0,33
62.0,0,9,0,0,33
63.0,0,9,0,0,33
64.0,0,9,0,0,33
65.0,0,9,0,0,33
66.0,0,9,0,0,33
67.0,0,9,0,0,33
68.0,0,9,0,0,33
69.0,0,9,0,0,33
70.0,0,9,0,0,33
71.0,0,9,0,0,33
72.0,0,9,0,0,33
73.0,0,9,0,0,33
74.0,0,9,0,0,33
75.0,0,9,0,0,33
76.0,0,9,0,0,33
77.0,0,9,0,0,33
78.0,0,9,0,0,33
79.0,0,9,0,0,33
80.0,0,9,0,0,33
81.0,0,9,0,0,33
82.0,0,9,0,0,33
83.0,0,9,0,0,33
84.0,0,9,0,0,33
85.0,0,9,0,0,33
86.0,0,9,0,0,33
87.0,0,9,0,0,33
88.0,0,9,0,0,33
89.0,0,9,0,0,33
90.0,0,9,0,0,33
91.0,0,9,0,0,33
92.0,0,9,0,0,33
93.0,0,9,0,0,33
94.0,0,9,0,0,33
95.0,0,9,0,0,33
96.0,0,9,0,0,33
97.0,0,9,0,0,33
98.0,0,9,0,0,33
99.0,0,9,0,0,33
100.0,0,9,0,0,33
