time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2.0,6,194,6,2,0
3.0,8,192,8,3,0
4.0,11,189,11,3,0
5.0,13,187,13,3,0
6.0,21,179,21,4,0
7.0,32,168,32,7,0
8.0,40,160,40,9,0
9.0,55,145,55,11,0
10.0,77,122,77,12,0
11.0,101,98,101,20,0
12.0,109,85,109,20,2
13.0,118,74,118,21,3
14.0,129,60,129,24,3
15.0,143,44,143,26,3
16.0,145,34,145,25,4
17.0,140,28,140,23,7
18.0,136,24,136,23,9
19.0,128,17,128,21,11
20.0,107,15,107,21,12
21.0,83,15,83,13,20
22.0,70,15,70,11,22
23.0,59,15,59,9,24
24.0,46,14,46,7,27
25.0,32,12,32,6,29
26.0,22,12,22,6,29
27.0,16,12,16,5,30
28.0,12,12,12,3,32
29.0,5,12,5,3,32
30.0,3,12,3,2,33
31.0,3,12,3,2,33
32.0,3,12,3,2,33
33.0,3,12,3,2,33
34.0,2,12,2,1,34
35.0,0,12,0,0,35
36.0,0,12,0,0,35
37.0,0,12,0,0,35
38.0,0,12,0,0,35
39.0,0,12,0,0,35
40.0,0,12,0,0,35
41.0,0,12,0,0,35
42.0,0,12,0,0,35
43.0,0,12,0,0,35
44.0,0,12,0,0,35
45.0,0,12,0,0,35
46.0,0,12,0,0,35
47.0,0,12,0,0,35
48.0,0,12,0,0,35
49.0,0,12,0,0,35
50.0,0,12,0,0,35
51.0,0,12,0,0,35
52.0,0,12,0,0,35
53.0,0,12,0,0,35
54.0,0,12,0,0,35
55.0,0,12,0,0,35
56.0,0,12,0,0,35
57.0,0,12,0,0,35
58.0,0,12,0,0,35
59.0,0,12,0,0,35
60.0,0,12,0,0,35
61.0,0,12,0,0,35
62.0,0,12,0,0,35
63.0,0,12,0,0,35
64.0,0,12,0,0,35
65.0,0,12,0,0,35
66.0,0,12,0,0,35
67.0,0,12,0,0,35
68.0,0,12,0,0,35
69.0,0,12,0,0,35
70.0,0,12,0,0,35
71.0,0,12,0,0,35
72.0,0,12,0,0,35
73.0,0,12,0,0,35
74.0,0,12,0,0,35
75.0,0,12,0,0,35
76.0,0,12,0,0,35
77.0,0,12,0,0,35
78.0,0,12,0,0,35
79.0,0,12,0,0,35
80.0,0,12,0,0,35
81.0,0,12,0,0,35
82.0,0,12,0,0,35
83.0,0,12,0,0,35
84.0,0,12,0,0,35
85.0,0,12,0,0,35
86.0,0,12,0,0,35
87.0,0,12,0,0,35
88.0,0,12,0,0,35
89.0,0,12,0,0,35
90.0,0,12,0,0,35
91.0,0,12,0,0,35
92.0,0,12,0,0,35
93.0,0,12,0,0,35
94.0,0,12,0,0,35
95.0,0,12,0,0,35
96.0,0,12,0,0,35
97.0,0,12,0,0,35
98.0,0,12,0,0,35
99.0,0,12,0,0,35
100.0,0,12,0,0,35
