time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,199,1,0,0
2,1,199,1,0,0
3.0,3,197,3,2,0
4.0,5,195,5,2,0
5.0,9,191,9,2,0
6.0,12,188,12,3,0
7.0,18,182,18,5,0
8.0,26,174,26,6,0
9.0,36,164,36,7,0
10.0,51,148,51,11,0
11.0,56,143,56,11,0
12.0,72,127,72,15,0
13.0,80,117,80,15,2
14.0,95,100,95,22,2
15.0,104,87,104,27,2
16.0,110,78,110,28,3
17.0,118,64,118,34,5
18.0,123,51,123,37,6
19.0,120,44,120,38,7
20.0,112,36,112,39,11
21.0,115,28,115,42,11
22.0,103,24,103,41,15
23.0,96,21,96,39,17
24.0,82,18,82,32,24
25.0,75,12,75,29,29
26.0,69,9,69,27,31
27.0,55,9,55,19,39
28.0,44,7,44,16,43
29.0,37,7,37,14,45
30.0,30,6,30,9,50
31.0,24,4,24,7,53
32.0,20,4,20,4,56
33.0,17,4,17,4,56
34.0,14,4,14,4,56
35.0,8,4,8,2,58
36.0,5,4,5,2,58
37.0,5,4,5,2,58
38.0,3,4,3,1,59
39.0,3,4,3,1,59
40.0,2,4,2,1,59
41.0,0,4,0,0,60
42.0,0,4,0,0,60
43.0,0,4,0,0,60
44.0,0,4,0,0,60
45.0,0,4,0,0,60
46.0,0,4,0,0,60
47.0,0,4,0,0,60
48.0,0,4,0,0,60
49.0,0,4,0,0,60
50.0,0,4,0,0,60
51.0,0,4,0,0,60
52.0,0,4,0,0,60
53.0,0,4,0,0,60
54.0,0,4,0,0,60
55.0,0,4,0,0,60
56.0,0,4,0,0,60
57.0,0,4,0,0,60
58.0,0,4,0,0,60
59.0,0,4,0,0,60
60.0,0,4,0,0,60
61.0,0,4,0,0,60
62.0,0,4,0,0,60
63.0,0,4,0,0,60
64.0,0,4,0,0,60
65.0,0,4,0,0,60
66.0,0,4,0,0,60
67.0,0,4,0,0,60
68.0,0,4,0,0,60
69.0,0,4,0,0,60
70.0,0,4,0,0,60
71.0,0,4,0,0,60
72.0,0,4,0,0,60
73.0,0,4,0,0,60
74.0,0,4,0,0,60
75.0,0,4,0,0,60
76.0,0,4,0,0,60
77.0,0,4,0,0,60
78.0,0,4,0,0,60
79.0,0,4,0,0,60
80.0,0,4,0,0,60
81.0,0,4,0,0,60
82.0,0,4,0,0,60
83.0,0,4,0,0,60
84.0,0,4,0,0,60
85.0,0,4,0,0,60
86.0,0,4,0,0,60
87.0,0,4,0,0,60
88.0,0,4,0,0,60
89.0,0,4,0,0,60
90.0,0,4,0,0,60
91.0,0,4,0,0,60
92.0,0,4,0,0,60
93.0,0,4,0,0,60
94.0,0,4,0,0,60
95.0,0,4,0,0,60
96.0,0,4,0,0,60
97.0,0,4,0,0,60
98.0,0,4,0,0,60
99.0,0,4,0,0,60
100.0,0,4,0,0,60
