time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,99,1,1,0
2,1,99,1,1,0
3,1,99,1,1,0
4,1,99,1,1,0
5,1,99,1,1,0
6.0,2,98,2,2,0
7.0,3,97,3,2,0
8.0,4,96,4,2,0
9.0,6,94,6,3,0
10.0,7,92,7,2,1
11.0,9,90,9,2,1
12.0,12,87,12,2,1
13.0,16,83,16,4,1
14.0,19,80,19,5,1
15.0,24,75,24,6,1
16.0,28,70,28,6,2
17.0,29,68,29,7,2
18.0,28,68,28,7,2
19.0,29,65,29,7,3
20.0,32,60,32,7,3
21.0,31,59,31,7,3
22.0,33,54,33,9,3
23.0,31,52,31,8,5
24.0,33,47,33,8,6
25.0,34,41,34,9,7
26.0,31,39,31,8,8
27.0,31,37,31,7,9
28.0,34,34,34,7,9
29.0,34,31,34,8,10
30.0,29,31,29,8,10
31.0,31,28,31,8,10
32.0,27,27,27,6,12
33.0,26,26,26,5,13
34.0,23,24,23,4,14
35.0,19,22,19,3,16
36.0,20,19,20,3,16
37.0,18,19,18,3,16
38.0,15,19,15,3,16
39.0,14,17,14,2,18
40.0,16,15,16,2,18
41.0,13,15,13,2,18
42.0,13,14,13,2,18
43.0,12,14,12,2,18
44.0,11,13,11,2,18
45.0,9,13,9,1,19
46.0,6,13,6,1,19
47.0,6,13,6,1,19
48.0,6,13,6,1,19
49.0,4,13,4,0,20
50.0,2,13,2,0,20
51.0,2,13,2,0,20
52.0,1,13,1,0,20
53.0,1,13,1,0,20
54.0,0,13,0,0,20
55.0,0,13,0,0,20
56.0,0,13,0,0,20
57.0,0,13,0,0,20
58.0,0,13,0,0,20
59.0,0,13,0,0,20
60.0,0,13,0,0,20
61.0,0,13,0,0,20
62.0,0,13,0,0,20
63.0,0,13,0,0,20
64.0,0,13,0,0,20
65.0,0,13,0,0,20
66.0,0,13,0,0,20
67.0,0,13,0,0,20
68.0,0,13,0,0,20
69.0,0,13,0,0,20
70.0,0,13,0,0,20
71.0,0,13,0,0,20
72.0,0,13,0,0,20
73.0,0,13,0,0,20
74.0,0,13,0,0,20
75.0,0,13,0,0,20
76.0,0,13,0,0,20
77.0,0,13,0,0,20
78.0,0,13,0,0,20
79.0,0,13,0,0,20
80.0,0,13,0,0,20
81.0,0,13,0,0,20
82.0,0,13,0,0,20
83.0,0,13,0,0,20
84.0,0,13,0,0,20
85.0,0,13,0,0,20
86.0,0,13,0,0,20
87.0,0,13,0,0,20
88.0,0,13,0,0,20
89.0,0,13,0,0,20
90.0,0,13,0,0,20
91.0,0,13,0,0,20
92.0,0,13,0,0,20
93.0,0,13,0,0,20
94.0,0,13,0,0,20
95.0,0,13,0,0,20
96.0,0,13,0,0,20
97.0,0,13,0,0,20
98.0,0,13,0,0,20
99.0,0,13,0,0,20
100.0,0,13,0,0,20
