time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,92,4908,92,23,0
2.0,938,4062,938,173,0
3.0,2604,2396,2604,541,0
4.0,3886,1114,3886,824,0
5.0,4522,478,4522,954,0
6.0,4789,211,4789,1009,0
7.0,4922,78,4922,1039,0
8.0,4972,28,4972,1053,0
9.0,4988,12,4988,1056,0
10.0,4990,9,4990,1057,0
11.0,4927,4,4927,1057,0
12.0,4234,1,4234,1059,0
13.0,2936,1,2936,1059,0
14.0,1938,0,1938,1059,0
15.0,1409,0,1409,1036,23
16.0,1047,0,1047,886,173
17.0,576,0,576,518,541
18.0,257,0,257,235,824
19.0,114,0,114,105,954
20.0,57,0,57,50,1009
21.0,22,0,22,20,1039
22.0,7,0,7,6,1053
23.0,4,0,4,3,1056
24.0,2,0,2,2,1057
25.0,2,0,2,2,1057
26.0,0,0,0,0,1059
27.0,0,0,0,0,1059
28.0,0,0,0,0,1059
29.0,0,0,0,0,1059
30.0,0,0,0,0,1059
31.0,0,0,0,0,1059
32.0,0,0,0,0,1059
33.0,0,0,0,0,1059
34.0,0,0,0,0,1059
35.0,0,0,0,0,1059
36.0,0,0,0,0,1059
37.0,0,0,0,0,1059
38.0,0,0,0,0,1059
39.0,0,0,0,0,1059
40.0,0,0,0,0,1059
41.0,0,0,0,0,1059
42.0,0,0,0,0,1059
43.0,0,0,0,0,1059
44.0,0,0,0,0,1059
45.0,0,0,0,0,1059
46.0,0,0,0,0,1059
47.0,0,0,0,0,1059
48.0,0,0,0,0,1059
49.0,0,0,0,0,1059
50.0,0,0,0,0,1059
51.0,0,0,0,0,1059
52.0,0,0,0,0,1059
53.0,0,0,0,0,1059
54.0,0,0,0,0,1059
55.0,0,0,0,0,1059
56.0,0,0,0,0,1059
57.0,0,0,0,0,1059
58.0,0,0,0,0,1059
59.0,0,0,0,0,1059
60.0,0,0,0,0,1059
61.0,0,0,0,0,1059
62.0,0,0,0,0,1059
63.0,0,0,0,0,1059
64.0,0,0,0,0,1059
65.0,0,0,0,0,1059
66.0,0,0,0,0,1059
67.0,0,0,0,0,1059
68.0,0,0,0,0,1059
69.0,0,0,0,0,1059
70.0,0,0,0,0,1059
71.0,0,0,0,0,1059
72.0,0,0,0,0,1059
73.0,0,0,0,0,1059
74.0,0,0,0,0,1059
75.0,0,0,0,0,1059
76.0,0,0,0,0,1059
77.0,0,0,0,0,1059
78.0,0,0,0,0,1059
79.0,0,0,0,0,1059
80.0,0,0,0,0,1059
81.0,0,0,0,0,1059
82.0,0,0,0,0,1059
83.0,0,0,0,0,1059
84.0,0,0,0,0,1059
85.0,0,0,0,0,1059
86.0,0,0,0,0,1059
87.0,0,0,0,0,1059
88.0,0,0,0,0,1059
89.0,0,0,0,0,1059
90.0,0,0,0,0,1059
91.0,0,0,0,0,1059
92.0,0,0,0,0,1059
93.0,0,0,0,0,1059
94.0,0,0,0,0,1059
95.0,0,0,0,0,1059
96.0,0,0,0,0,1059
97.0,0,0,0,0,1059
98.0,0,0,0,0,1059
99.0,0,0,0,0,1059
100.0,0,0,0,0,1059
