time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,197,3,1,0
2.0,4,196,4,1,0
3.0,5,195,5,1,0
4.0,5,195,5,1,0
5.0,7,193,7,1,0
6.0,8,192,8,1,0
7.0,12,188,12,2,0
8.0,18,182,18,2,0
9.0,25,175,25,4,0
10.0,39,160,39,8,1
11.0,48,149,48,10,1
12.0,61,135,61,11,1
13.0,73,122,73,13,1
14.0,90,105,90,17,1
15.0,105,88,105,22,1
16.0,122,70,122,23,1
17.0,132,56,132,24,2
18.0,143,39,143,29,2
19.0,144,31,144,27,4
20.0,132,28,132,23,9
21.0,125,24,125,22,11
22.0,114,21,114,23,12
23.0,107,15,107,21,14
24.0,94,11,94,17,18
25.0,79,9,79,13,23
26.0,63,7,63,14,24
27.0,49,7,49,12,26
28.0,33,6,33,7,31
29.0,25,6,25,7,31
30.0,22,6,22,6,32
31.0,19,5,19,6,33
32.0,16,5,16,4,35
33.0,10,5,10,4,35
34.0,6,5,6,4,35
35.0,4,5,4,3,36
36.0,2,5,2,1,38
37.0,2,5,2,1,38
38.0,1,5,1,1,38
39.0,1,5,1,1,38
40.0,1,5,1,1,38
41.0,0,5,0,0,39
42.0,0,5,0,0,39
43.0,0,5,0,0,39
44.0,0,5,0,0,39
45.0,0,5,0,0,39
46.0,0,5,0,0,39
47.0,0,5,0,0,39
48.0,0,5,0,0,39
49.0,0,5,0,0,39
50.0,0,5,0,0,39
51.0,0,5,0,0,39
52.0,0,5,0,0,39
53.0,0,5,0,0,39
54.0,0,5,0,0,39
55.0,0,5,0,0,39
56.0,0,5,0,0,39
57.0,0,5,0,0,39
58.0,0,5,0,0,39
59.0,0,5,0,0,39
60.0,0,5,0,0,39
61.0,0,5,0,0,39
62.0,0,5,0,0,39
63.0,0,5,0,0,39
64.0,0,5,0,0,39
65.0,0,5,0,0,39
66.0,0,5,0,0,39
67.0,0,5,0,0,39
68.0,0,5,0,0,39
69.0,0,5,0,0,39
70.0,0,5,0,0,39
71.0,0,5,0,0,39
72.0,0,5,0,0,39
73.0,0,5,0,0,39
74.0,0,5,0,0,39
75.0,0,5,0,0,39
76.0,0,5,0,0,39
77.0,0,5,0,0,39
78.0,0,5,0,0,39
79.0,0,5,0,0,39
80.0,0,5,0,0,39
81.0,0,5,0,0,39
82.0,0,5,0,0,39
83.0,0,5,0,0,39
84.0,0,5,0,0,39
85.0,0,5,0,0,39
86.0,0,5,0,0,39
87.0,0,5,0,0,39
88.0,0,5,0,0,39
89.0,0,5,0,0,39
90.0,0,5,0,0,39
91.0,0,5,0,0,39
92.0,0,5,0,0,39
93.0,0,5,0,0,39
94.0,0,5,0,0,39
95.0,0,5,0,0,39
96.0,0,5,0,0,39
97.0,0,5,0,0,39
98.0,0,5,0,0,39
99.0,0,5,0,0,39
100.0,0,5,0,0,39
