time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,197,3,1,0
2.0,5,195,5,1,0
3.0,5,195,5,1,0
4.0,6,194,6,1,0
5.0,9,191,9,3,0
6.0,11,189,11,3,0
7.0,14,186,14,5,0
8.0,20,180,20,7,0
9.0,29,171,29,9,0
10.0,41,158,41,13,0
11.0,54,143,54,16,1
12.0,65,130,65,22,1
13.0,79,116,79,26,1
14.0,92,102,92,28,1
15.0,109,82,109,31,3
16.0,123,66,123,33,3
17.0,134,52,134,33,5
18.0,140,40,140,36,7
19.0,138,33,138,35,9
20.0,129,29,129,31,13
21.0,120,23,120,29,17
22.0,114,16,114,24,23
23.0,104,12,104,21,27
24.0,92,10,92,19,29
25.0,75,7,75,14,34
26.0,59,7,59,12,36
27.0,46,6,46,11,38
28.0,35,5,35,6,43
29.0,28,5,28,5,44
30.0,24,5,24,5,44
31.0,18,5,18,3,46
32.0,11,5,11,2,47
33.0,7,5,7,1,48
34.0,5,5,5,1,48
35.0,3,4,3,1,48
36.0,3,4,3,1,48
37.0,2,4,2,0,49
38.0,1,4,1,0,49
39.0,1,4,1,0,49
40.0,1,4,1,0,49
41.0,1,4,1,0,49
42.0,1,4,1,0,49
43.0,1,4,1,0,49
44.0,1,4,1,0,49
45.0,0,4,0,0,49
46.0,0,4,0,0,49
47.0,0,4,0,0,49
48.0,0,4,0,0,49
49.0,0,4,0,0,49
50.0,0,4,0,0,49
51.0,0,4,0,0,49
52.0,0,4,0,0,49
53.0,0,4,0,0,49
54.0,0,4,0,0,49
55.0,0,4,0,0,49
56.0,0,4,0,0,49
57.0,0,4,0,0,49
58.0,0,4,0,0,49
59.0,0,4,0,0,49
60.0,0,4,0,0,49
61.0,0,4,0,0,49
62.0,0,4,0,0,49
63.0,0,4,0,0,49
64.0,0,4,0,0,49
65.0,0,4,0,0,49
66.0,0,4,0,0,49
67.0,0,4,0,0,49
68.0,0,4,0,0,49
69.0,0,4,0,0,49
70.0,0,4,0,0,49
71.0,0,4,0,0,49
72.0,0,4,0,0,49
73.0,0,4,0,0,49
74.0,0,4,0,0,49
75.0,0,4,0,0,49
76.0,0,4,0,0,49
77.0,0,4,0,0,49
78.0,0,4,0,0,49
79.0,0,4,0,0,49
80.0,0,4,0,0,49
81.0,0,4,0,0,49
82.0,0,4,0,0,49
83.0,0,4,0,0,49
84.0,0,4,0,0,49
85.0,0,4,0,0,49
86.0,0,4,0,0,49
87.0,0,4,0,0,49
88.0,0,4,0,0,49
89.0,0,4,0,0,49
90.0,0,4,0,0,49
91.0,0,4,0,0,49
92.0,0,4,0,0,49
93.0,0,4,0,0,49
94.0,0,4,0,0,49
95.0,0,4,0,0,49
96.0,0,4,0,0,49
97.0,0,4,0,0,49
98.0,0,4,0,0,49
99.0,0,4,0,0,49
100.0,0,4,0,0,49
