time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,99,1,0,0
2,1,99,1,0,0
3,1,99,1,0,0
4.0,2,98,2,0,0
5.0,2,98,2,0,0
6.0,4,96,4,0,0
7.0,5,95,5,0,0
8.0,7,93,7,0,0
9.0,7,93,7,0,0
10.0,8,91,8,0,0
11.0,8,91,8,0,0
12.0,12,87,12,0,0
13.0,15,84,15,1,0
14.0,17,81,17,1,0
15.0,29,69,29,3,0
16.0,29,67,29,4,0
17.0,34,61,34,6,0
18.0,43,50,43,10,0
19.0,51,42,51,12,0
20.0,55,36,55,12,0
21.0,60,31,60,15,0
22.0,62,25,62,15,0
23.0,63,21,63,14,1
24.0,62,19,62,14,1
25.0,54,15,54,12,3
26.0,56,11,56,13,4
27.0,50,11,50,11,6
28.0,39,11,39,7,10
29.0,31,11,31,5,12
30.0,26,10,26,5,12
31.0,21,10,21,2,15
32.0,16,9,16,2,15
33.0,12,9,12,2,15
34.0,10,9,10,2,15
35.0,6,9,6,2,15
36.0,2,9,2,0,17
37.0,3,8,3,0,17
38.0,3,8,3,0,17
39.0,3,8,3,0,17
40.0,2,8,2,0,17
41.0,2,8,2,0,17
42.0,1,8,1,0,17
43.0,1,8,1,0,17
44.0,3,6,3,1,17
45.0,3,6,3,1,17
46.0,3,6,3,1,17
47.0,2,6,2,1,17
48.0,2,6,2,1,17
49.0,2,6,2,1,17
50.0,2,6,2,1,17
51.0,2,6,2,1,17
52.0,2,6,2,1,17
53.0,2,6,2,1,17
54.0,0,6,0,0,18
55.0,0,6,0,0,18
56.0,0,6,0,0,18
57.0,0,6,0,0,18
58.0,0,6,0,0,18
59.0,0,6,0,0,18
60.0,0,6,0,0,18
61.0,0,6,0,0,18
62.0,0,6,0,0,18
63.0,0,6,0,0,18
64.0,0,6,0,0,18
65.0,0,6,0,0,18
66.0,0,6,0,0,18
67.0,0,6,0,0,18
68.0,0,6,0,0,18
69.0,0,6,0,0,18
70.0,0,6,0,0,18
71.0,0,6,0,0,18
72.0,0,6,0,0,18
73.0,0,6,0,0,18
74.0,0,6,0,0,18
75.0,0,6,0,0,18
76.0,0,6,0,0,18
77.0,0,6,0,0,18
78.0,0,6,0,0,18
79.0,0,6,0,0,18
80.0,0,6,0,0,18
81.0,0,6,0,0,18
82.0,0,6,0,0,18
83.0,0,6,0,0,18
84.0,0,6,0,0,18
85.0,0,6,0,0,18
86.0,0,6,0,0,18
87.0,0,6,0,0,18
88.0,0,6,0,0,18
89.0,0,6,0,0,18
90.0,0,6,0,0,18
91.0,0,6,0,0,18
92.0,0,6,0,0,18
93.0,0,6,0,0,18
94.0,0,6,0,0,18
95.0,0,6,0,0,18
96.0,0,6,0,0,18
97.0,0,6,0,0,18
98.0,0,6,0,0,18
99.0,0,6,0,0,18
100.0,0,6,0,0,18
