time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,98,2,0,0
2.0,4,96,4,0,0
3.0,5,95,5,1,0
4.0,8,92,8,1,0
5.0,11,89,11,1,0
6.0,14,86,14,2,0
7.0,21,79,21,2,0
8.0,26,74,26,4,0
9.0,35,65,35,4,0
10.0,49,50,49,8,0
11.0,54,44,54,9,0
12.0,64,32,64,14,0
13.0,72,23,72,13,1
14.0,72,20,72,14,1
15.0,71,18,71,14,1
16.0,70,16,70,14,2
17.0,66,13,66,15,2
18.0,63,11,63,13,4
19.0,54,11,54,13,4
20.0,40,10,40,9,8
21.0,34,10,34,8,9
22.0,25,7,25,3,14
23.0,17,6,17,3,14
24.0,14,6,14,2,15
25.0,12,6,12,2,15
26.0,10,6,10,1,16
27.0,7,6,7,0,17
28.0,5,6,5,0,17
29.0,6,5,6,0,17
30.0,6,4,6,0,17
31.0,6,4,6,0,17
32.0,3,4,3,0,17
33.0,2,4,2,0,17
34.0,2,4,2,0,17
35.0,2,4,2,0,17
36.0,2,4,2,0,17
37.0,2,4,2,0,17
38.0,2,4,2,0,17
39.0,1,4,1,0,17
40.0,0,4,0,0,17
41.0,0,4,0,0,17
42.0,0,4,0,0,17
43.0,0,4,0,0,17
44.0,0,4,0,0,17
45.0,0,4,0,0,17
46.0,0,4,0,0,17
47.0,0,4,0,0,17
48.0,0,4,0,0,17
49.0,0,4,0,0,17
50.0,0,4,0,0,17
51.0,0,4,0,0,17
52.0,0,4,0,0,17
53.0,0,4,0,0,17
54.0,0,4,0,0,17
55.0,0,4,0,0,17
56.0,0,4,0,0,17
57.0,0,4,0,0,17
58.0,0,4,0,0,17
59.0,0,4,0,0,17
60.0,0,4,0,0,17
61.0,0,4,0,0,17
62.0,0,4,0,0,17
63.0,0,4,0,0,17
64.0,0,4,0,0,17
65.0,0,4,0,0,17
66.0,0,4,0,0,17
67.0,0,4,0,0,17
68.0,0,4,0,0,17
69.0,0,4,0,0,17
70.0,0,4,0,0,17
71.0,0,4,0,0,17
72.0,0,4,0,0,17
73.0,0,4,0,0,17
74.0,0,4,0,0,17
75.0,0,4,0,0,17
76.0,0,4,0,0,17
77.0,0,4,0,0,17
78.0,0,4,0,0,17
79.0,0,4,0,0,17
80.0,0,4,0,0,17
81.0,0,4,0,0,17
82.0,0,4,0,0,17
83.0,0,4,0,0,17
84.0,0,4,0,0,17
85.0,0,4,0,0,17
86.0,0,4,0,0,17
87.0,0,4,0,0,17
88.0,0,4,0,0,17
89.0,0,4,0,0,17
90.0,0,4,0,0,17
91.0,0,4,0,0,17
92.0,0,4,0,0,17
93.0,0,4,0,0,17
94.0,0,4,0,0,17
95.0,0,4,0,0,17
96.0,0,4,0,0,17
97.0,0,4,0,0,17
98.0,0,4,0,0,17
99.0,0,4,0,0,17
100.0,0,4,0,0,17
