time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,1998,2,1,0
2.0,13,1987,13,6,0
3.0,100,1900,100,27,0
4.0,538,1462,538,119,0
5.0,1435,565,1435,288,0
6.0,1866,134,1866,387,0
7.0,1971,29,1971,405,0
8.0,1994,6,1994,412,0
9.0,2000,0,2000,415,0
10.0,2000,0,2000,415,0
11.0,1999,0,1999,415,0
12.0,1993,0,1993,415,0
13.0,1927,0,1927,415,0
14.0,1580,0,1580,414,1
15.0,852,0,852,414,1
16.0,515,0,515,409,6
17.0,407,0,407,388,27
18.0,299,0,299,296,119
19.0,127,0,127,127,288
20.0,28,0,28,28,387
21.0,10,0,10,10,405
22.0,3,0,3,3,412
23.0,0,0,0,0,415
24.0,0,0,0,0,415
25.0,0,0,0,0,415
26.0,0,0,0,0,415
27.0,0,0,0,0,415
28.0,0,0,0,0,415
29.0,0,0,0,0,415
30.0,0,0,0,0,415
31.0,0,0,0,0,415
32.0,0,0,0,0,415
33.0,0,0,0,0,415
34.0,0,0,0,0,415
35.0,0,0,0,0,415
36.0,0,0,0,0,415
37.0,0,0,0,0,415
38.0,0,0,0,0,415
39.0,0,0,0,0,415
40.0,0,0,0,0,415
41.0,0,0,0,0,415
42.0,0,0,0,0,415
43.0,0,0,0,0,415
44.0,0,0,0,0,415
45.0,0,0,0,0,415
46.0,0,0,0,0,415
47.0,0,0,0,0,415
48.0,0,0,0,0,415
49.0,0,0,0,0,415
50.0,0,0,0,0,415
51.0,0,0,0,0,415
52.0,0,0,0,0,415
53.0,0,0,0,0,415
54.0,0,0,0,0,415
55.0,0,0,0,0,415
56.0,0,0,0,0,415
57.0,0,0,0,0,415
58.0,0,0,0,0,415
59.0,0,0,0,0,415
60.0,0,0,0,0,415
61.0,0,0,0,0,415
62.0,0,0,0,0,415
63.0,0,0,0,0,415
64.0,0,0,0,0,415
65.0,0,0,0,0,415
66.0,0,0,0,0,415
67.0,0,0,0,0,415
68.0,0,0,0,0,415
69.0,0,0,0,0,415
70.0,0,0,0,0,415
71.0,0,0,0,0,415
72.0,0,0,0,0,415
73.0,0,0,0,0,415
74.0,0,0,0,0,415
75.0,0,0,0,0,415
76.0,0,0,0,0,415
77.0,0,0,0,0,415
78.0,0,0,0,0,415
79.0,0,0,0,0,415
80.0,0,0,0,0,415
81.0,0,0,0,0,415
82.0,0,0,0,0,415
83.0,0,0,0,0,415
84.0,0,0,0,0,415
85.0,0,0,0,0,415
86.0,0,0,0,0,415
87.0,0,0,0,0,415
88.0,0,0,0,0,415
89.0,0,0,0,0,415
90.0,0,0,0,0,415
91.0,0,0,0,0,415
92.0,0,0,0,0,415
93.0,0,0,0,0,415
94.0,0,0,0,0,415
95.0,0,0,0,0,415
96.0,0,0,0,0,415
97.0,0,0,0,0,415
98.0,0,0,0,0,415
99.0,0,0,0,0,415
100.0,0,0,0,0,415
