time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,97,3,1,0
2.0,3,97,3,1,0
3.0,3,97,3,1,0
4.0,4,96,4,1,0
5.0,9,91,9,2,0
6.0,14,86,14,3,0
7.0,18,82,18,3,0
8.0,22,78,22,3,0
9.0,28,72,28,4,0
10.0,41,58,41,7,0
11.0,49,48,49,7,1
12.0,63,34,63,8,1
13.0,72,25,72,10,1
14.0,75,21,75,11,1
15.0,74,17,74,11,2
16.0,75,11,75,12,3
17.0,75,7,75,14,3
18.0,72,6,72,15,3
19.0,69,3,69,14,4
20.0,58,0,58,11,7
21.0,48,0,48,10,8
22.0,34,0,34,9,9
23.0,25,0,25,7,11
24.0,21,0,21,6,12
25.0,17,0,17,5,13
26.0,11,0,11,3,15
27.0,7,0,7,1,17
28.0,6,0,6,0,18
29.0,3,0,3,0,18
30.0,0,0,0,0,18
31.0,0,0,0,0,18
32.0,0,0,0,0,18
33.0,0,0,0,0,18
34.0,0,0,0,0,18
35.0,0,0,0,0,18
36.0,0,0,0,0,18
37.0,0,0,0,0,18
38.0,0,0,0,0,18
39.0,0,0,0,0,18
40.0,0,0,0,0,18
41.0,0,0,0,0,18
42.0,0,0,0,0,18
43.0,0,0,0,0,18
44.0,0,0,0,0,18
45.0,0,0,0,0,18
46.0,0,0,0,0,18
47.0,0,0,0,0,18
48.0,0,0,0,0,18
49.0,0,0,0,0,18
50.0,0,0,0,0,18
51.0,0,0,0,0,18
52.0,0,0,0,0,18
53.0,0,0,0,0,18
54.0,0,0,0,0,18
55.0,0,0,0,0,18
56.0,0,0,0,0,18
57.0,0,0,0,0,18
58.0,0,0,0,0,18
59.0,0,0,0,0,18
60.0,0,0,0,0,18
61.0,0,0,0,0,18
62.0,0,0,0,0,18
63.0,0,0,0,0,18
64.0,0,0,0,0,18
65.0,0,0,0,0,18
66.0,0,0,0,0,18
67.0,0,0,0,0,18
68.0,0,0,0,0,18
69.0,0,0,0,0,18
70.0,0,0,0,0,18
71.0,0,0,0,0,18
72.0,0,0,0,0,18
73.0,0,0,0,0,18
74.0,0,0,0,0,18
75.0,0,0,0,0,18
76.0,0,0,0,0,18
77.0,0,0,0,0,18
78.0,0,0,0,0,18
79.0,0,0,0,0,18
80.0,0,0,0,0,18
81.0,0,0,0,0,18
82.0,0,0,0,0,18
83.0,0,0,0,0,18
84.0,0,0,0,0,18
85.0,0,0,0,0,18
86.0,0,0,0,0,18
87.0,0,0,0,0,18
88.0,0,0,0,0,18
89.0,0,0,0,0,18
90.0,0,0,0,0,18
91.0,0,0,0,0,18
92.0,0,0,0,0,18
93.0,0,0,0,0,18
94.0,0,0,0,0,18
95.0,0,0,0,0,18
96.0,0,0,0,0,18
97.0,0,0,0,0,18
98.0,0,0,0,0,18
99.0,0,0,0,0,18
100.0,0,0,0,0,18
